time,flux
0.0,1.000408183824277
0.020841227737779463,0.9995364848745327
0.041682455475558926,1.0001788552610065
0.06252368321333839,1.0000292986414434
0.08336491095111785,1.0000999389654712
0.10420613868889732,1.0001949645727959
0.12504736642667677,0.9998817006114866
0.14588859416445624,1.0002869235741643
0.1667298219022357,1.0002078777573924
0.18757104964001517,1.001093128439621
0.20841227737779464,1.0005212915933974
0.2292535051155741,1.0004532111472981
0.25009473285335354,1.0005150798890596
0.270935960591133,1.0004853249312717
0.2917771883289125,1.0004554974095259
0.31261841606669194,1.0006359568652723
0.3334596438044714,1.0008580916312828
0.3543008715422509,1.0007615730072932
0.37514209928003034,1.001048412056668
0.3959833270178098,1.0008644716204778
0.41682455475558927,1.0009568505625992
0.43766578249336874,1.0013087240265586
0.4585070102311482,1.001156136501416
0.47934823796892767,1.0009936192545723
0.5001894657067071,1.001105640606304
0.5210306934444866,1.0012978503523062
0.541871921182266,1.00162429311324
0.5627131489200455,1.001230874607717
0.583554376657825,1.0012836028210421
0.6043956043956045,1.0015802856083418
0.6252368321333839,1.0012500314089299
0.6460780598711634,1.001416471769532
0.6669192876089428,1.0016988076677333
0.6877605153467222,1.0016858453062951
0.7086017430845017,1.0016355451739989
0.7294429708222812,1.0017987200669922
0.7502841985600607,1.0011465146607206
0.7711254262978401,1.0019638467060648
0.7919666540356196,1.0016150846365797
0.812807881773399,1.0015207076226327
0.8336491095111785,1.0019571282335404
0.854490337248958,1.0020893447682908
0.8753315649867375,1.0019076679601056
0.8961727927245169,1.001828714625066
0.9170140204622964,1.0020965835149105
0.9378552482000758,1.0021281599864629
0.9586964759378553,1.0024671678575965
0.9795377036756348,1.0023828562061965
1.0003789314134142,1.00231945146201
1.0212201591511936,1.0025503157694013
1.0420613868889732,1.0023341721173855
1.0629026146267526,1.0022373709470005
1.083743842364532,1.0025866229256706
1.1045850701023114,1.0026335653484009
1.125426297840091,1.0025213240152933
1.1462675255778705,1.0024549456786762
1.16710875331565,1.0027045409683029
1.1879499810534293,1.0022071190532238
1.208791208791209,1.002891095245776
1.2296324365289883,1.0028985007204887
1.2504736642667678,1.00251959654261
1.2713148920045472,1.0029067634356308
1.2921561197423268,1.0027487811553217
1.3129973474801062,1.0031401369763988
1.3338385752178856,1.0026289340502792
1.354679802955665,1.0028999261261424
1.3755210306934444,1.0032717810845626
1.396362258431224,1.0034081676078181
1.4172034861690035,1.0027922906245157
1.438044713906783,1.003171269758839
1.4588859416445623,1.0033834492320384
1.479727169382342,1.003242950663929
1.5005683971201214,1.003729851541885
1.5214096248579008,1.0032203884234827
1.5422508525956802,1.0035764308074155
1.5630920803334598,1.003342714101159
1.5839333080712392,1.0038804384428683
1.6047745358090186,1.0036417458548867
1.625615763546798,1.0036184355659719
1.6464569912845777,1.00339603733317
1.667298219022357,1.0041228068775154
1.6881394467601365,1.0039837434683594
1.708980674497916,1.004030624769584
1.7298219022356953,1.004154190512209
1.750663129973475,1.0040431395757348
1.7715043577112544,1.0038921024144074
1.7923455854490338,1.0039065381797716
1.8131868131868132,1.0039531580658467
1.8340280409245928,1.0044338008501867
1.8548692686623722,1.0039142748814491
1.8757104964001516,1.0041336181147091
1.896551724137931,1.0042351600203634
1.9173929518757107,1.0043908250245417
1.93823417961349,1.0045074388769688
1.9590754073512695,1.0041889924783778
1.979916635089049,1.0041392269087366
2.0007578628268283,1.0045307390459994
2.021599090564608,1.0048207012628696
2.042440318302387,1.0047757407638795
2.063281546040167,1.004713773749198
2.0841227737779464,1.0046535004277808
2.1049640015157256,1.0048218395211683
2.1258052292535052,1.0047607599893422
2.146646456991285,1.0050190752840436
2.167487684729064,1.0047429239366625
2.1883289124668437,1.0049748130436162
2.209170140204623,1.0049719326283824
2.2300113679424025,1.0051488558251032
2.250852595680182,1.0051311783724082
2.2716938234179613,1.0056422954831727
2.292535051155741,1.005478028302549
2.3133762788935206,1.0055236242250063
2.3342175066313,1.0048623258506924
2.3550587343690794,1.005248083244433
2.3758999621068586,1.005240314261902
2.3967411898446382,1.0055144401251883
2.417582417582418,1.004997919271979
2.438423645320197,1.0057344221548363
2.4592648730579767,1.005758685755511
2.480106100795756,1.0053306101615966
2.5009473285335355,1.0054410181737945
2.521788556271315,1.0055221650709167
2.5426297840090943,1.0057366980350677
2.563471011746874,1.005901839979557
2.5843122394846536,1.0062287971604378
2.605153467222433,1.0058252720589307
2.6259946949602124,1.006063769606868
2.6468359226979916,1.0059868271039456
2.6676771504357712,1.00635316948445
2.688518378173551,1.0061950224669458
2.70935960591133,1.0063656733758184
2.7302008336491097,1.005921766105331
2.751042061386889,1.006144156068326
2.7718832891246685,1.0060651177464974
2.792724516862448,1.0065740944281842
2.8135657446002273,1.0064498300845357
2.834406972338007,1.0063024345586715
2.8552482000757866,1.0063180951341288
2.876089427813566,1.006550610626761
2.8969306555513454,1.0063584309009272
2.9177718832891246,1.0063576277484447
2.9386131110269043,1.0066849788445673
2.959454338764684,1.007126291425695
2.980295566502463,1.0066293417776007
3.0011367942402427,1.0066122609428307
3.021978021978022,1.0065340302298682
3.0428192497158015,1.0065460485358415
3.063660477453581,1.0069627978840476
3.0845017051913604,1.0070726734788975
3.10534293292914,1.0069490203236964
3.1261841606669196,1.0070583337031698
3.147025388404699,1.0070595953125778
3.1678666161424784,1.007108696570869
3.1887078438802576,1.0068202472561083
3.2095490716180373,1.0070783284850302
3.230390299355817,1.00723668043012
3.251231527093596,1.0071021427455265
3.2720727548313757,1.0072078405383378
3.2929139825691554,1.0071836114375414
3.3137552103069345,1.007325003475118
3.334596438044714,1.0076065499000906
3.3554376657824934,1.00739879545858
3.376278893520273,1.0074934782739149
3.3971201212580526,1.007731094310623
3.417961348995832,1.0077413600079073
3.4388025767336114,1.0079954596510332
3.4596438044713906,1.0072822898961158
3.4804850322091703,1.0079156838222367
3.50132625994695,1.0076917364376612
3.522167487684729,1.0078589686918094
3.5430087154225087,1.008043366880903
3.5638499431602884,1.0081362216655414
3.5846911708980675,1.0081711443095538
3.605532398635847,1.0080379535056674
3.6263736263736264,1.0083724773114031
3.647214854111406,1.0080375169008668
3.6680560818491856,1.008109436452403
3.688897309586965,1.008340978031993
3.7097385373247445,1.0081142618958598
3.7305797650625236,1.0087000995903013
3.7514209928003033,1.008515094744682
3.772262220538083,1.0087896564754784
3.793103448275862,1.0083924641937743
3.8139446760136417,1.0083643573371956
3.8347859037514214,1.0085175298146685
3.8556271314892006,1.0086741325881128
3.87646835922698,1.0084527804856396
3.8973095869647594,1.0086892065258695
3.918150814702539,1.0086528566484354
3.9389920424403186,1.009022256114887
3.959833270178098,1.0086094323464725
3.9806744979158775,1.0089940084541293
4.001515725653657,1.0086987569855785
4.022356953391436,1.008678106406664
4.043198181129216,1.0087708266300337
4.0640394088669956,1.0087174520892004
4.084880636604774,1.0090273113139783
4.105721864342554,1.0092467943747003
4.126563092080334,1.009115854916911
4.147404319818113,1.0092502552009268
4.168245547555893,1.0094941715261154
4.1890867752936725,1.0092640365161238
4.209928003031451,1.0092913060299915
4.230769230769231,1.0092394511472833
4.2516104585070105,1.009014952179755
4.27245168624479,1.0095306326929565
4.29329291398257,1.0090694239222655
4.3141341417203485,1.0095932290013974
4.334975369458128,1.009501753708468
4.355816597195908,1.0097718442487822
4.376657824933687,1.0095747499736862
4.397499052671467,1.0094654257084865
4.418340280409246,1.0097433549181072
4.439181508147025,1.0096013779362583
4.460022735884805,1.009718831034963
4.480863963622585,1.0098049384958143
4.501705191360364,1.0098111408012032
4.522546419098143,1.0098417209250592
4.543387646835923,1.0097543670154334
4.564228874573702,1.009924347651305
4.585070102311482,1.0095757682095083
4.605911330049262,1.0100131751285721
4.626752557787041,1.009846178627413
4.64759378552482,1.0103509336666927
4.6684350132626,1.0104218999762216
4.689276241000379,1.0098186855302904
4.710117468738159,1.0102787922333296
4.7309586964759385,1.0102653961769574
4.751799924213717,1.0101221275871597
4.772641151951497,1.0104785445278497
4.7934823796892765,1.0103205603799326
4.814323607427056,1.0101000038320436
4.835164835164836,1.010440754425569
4.8560060629026145,1.0105049457496456
4.876847290640394,1.0105963294771876
4.897688518378174,1.0103691836276543
4.918529746115953,1.0107788931913346
4.939370973853733,1.0108431147982284
4.960212201591512,1.0105070636676885
4.981053429329291,1.010644602891653
5.001894657067071,1.0108003903374259
5.022735884804851,1.0107432952146613
5.04357711254263,1.0112451921401615
5.064418340280409,1.0109780148112824
5.085259568018189,1.0107740611561946
5.106100795755968,1.0108583307330876
5.126942023493748,1.01104417097637
5.147783251231528,1.0115544706282262
5.168624478969307,1.0110992489451458
5.189465706707086,1.0111999209162723
5.210306934444866,1.0113166951869004
5.231148162182645,1.011245257835103
5.251989389920425,1.0117487483168701
5.2728306176582045,1.0112255802589012
5.293671845395983,1.0115199307426295
5.314513073133763,1.0114423181217966
5.3353543008715425,1.0115735455322747
5.356195528609322,1.0112529884933037
5.377036756347102,1.0118808853279502
5.3978779840848805,1.0115418376472523
5.41871921182266,1.0116117905962698
5.43956043956044,1.0114567117020419
5.460401667298219,1.01153645090707
5.481242895035999,1.0118338546300825
5.502084122773778,1.011956857060959
5.522925350511557,1.0119486917011922
5.543766578249337,1.0120782516131492
5.564607805987117,1.0120177050489132
5.585449033724896,1.0119187820221127
5.606290261462676,1.0121186097109882
5.627131489200455,1.0121081722709035
5.647972716938234,1.0120074157150583
5.668813944676014,1.0122107562775826
5.689655172413794,1.012360623782781
5.710496400151573,1.0121882725280713
5.731337627889352,1.0121079223779215
5.752178855627132,1.0123606417665323
5.773020083364911,1.0126347106805351
5.793861311102691,1.0122500512983397
5.8147025388404705,1.0123112294764012
5.835543766578249,1.0123398696953863
5.856384994316029,1.012649140379175
5.8772262220538085,1.012074414624752
5.898067449791588,1.012552270200179
5.918908677529368,1.0127547300192394
5.9397499052671465,1.0123907057613888
5.960591133004926,1.0128882118757707
5.981432360742706,1.0127344408235555
6.002273588480485,1.0125544628857588
6.023114816218265,1.0127419172909362
6.043956043956044,1.0124309381624446
6.064797271693823,1.0126613974325762
6.085638499431603,1.0131764950420183
6.106479727169383,1.012668883485648
6.127320954907162,1.0132530158294806
6.148162182644942,1.0129041709176145
6.169003410382721,1.0131557291223043
6.1898446381205,1.0130018134125633
6.21068586585828,1.012580901508683
6.23152709359606,1.0129507575064345
6.252368321333839,1.013139274376439
6.273209549071618,1.0129070553369277
6.294050776809398,1.012903630283026
6.314892004547177,1.0132821420774323
6.335733232284957,1.0131147395068894
6.3565744600227365,1.0129410995834849
6.377415687760515,1.0131790092324298
6.398256915498295,1.0135234715383075
6.4190981432360745,1.013291990881928
6.439939370973854,1.0136090347976054
6.460780598711634,1.0137627989379465
6.4816218264494125,1.0134990352824471
6.502463054187192,1.0133017068659487
6.523304281924972,1.0133023651641353
6.544145509662751,1.0135923851787754
6.564986737400531,1.0138087277709282
6.585827965138311,1.013721123108941
6.6066691928760894,1.0138114974136159
6.627510420613869,1.0136480258793958
6.648351648351649,1.013831349178695
6.669192876089428,1.0137114952003001
6.690034103827208,1.0137750490391724
6.710875331564987,1.0136160573363389
6.731716559302766,1.0135943209927556
6.752557787040546,1.0138465503709169
6.773399014778326,1.0137555209204052
6.794240242516105,1.0138193114925582
6.815081470253884,1.0141792105532452
6.835922697991664,1.0140574456840292
6.856763925729443,1.014695468045256
6.877605153467223,1.0143316122822268
6.8984463812050025,1.0140533271527201
6.919287608942781,1.014369106571327
6.940128836680561,1.0143183257360568
6.9609700644183405,1.0141432078368622
6.98181129215612,1.0145341611900007
7.0026525198939,1.014191793479594
7.0234937476316786,1.0137683186277466
7.044334975369458,1.0145718619917334
7.065176203107238,1.0143225696751292
7.0860174308450175,1.0147761195666225
7.106858658582797,1.0143817861200126
7.127699886320577,1.0143081759431287
7.1485411140583555,1.0148867829092154
7.169382341796135,1.014394552061906
7.190223569533915,1.0146828087989257
7.211064797271694,1.0149644708321546
7.231906025009474,1.0147297370090869
7.252747252747253,1.0147229493366232
7.273588480485032,1.014791696235595
7.294429708222812,1.0149710837740138
7.315270935960592,1.014673888192261
7.336112163698371,1.014989272308629
7.35695339143615,1.0150143683998791
7.37779461917393,1.0153972204721218
7.398635846911709,1.0148950130746097
7.419477074649489,1.0148109075059442
7.4403183023872685,1.0151724811843363
7.461159530125047,1.0149772974581188
7.482000757862827,1.015145851918105
7.5028419856006066,1.0151457582371368
7.523683213338386,1.0153840502667835
7.544524441076166,1.0150500466369994
7.5653656688139455,1.0151939148294342
7.586206896551724,1.01473281857271
7.607048124289504,1.0150960022818247
7.6278893520272835,1.015611990198593
7.648730579765063,1.015199031871225
7.669571807502843,1.0152255613775865
7.6904130352406215,1.0151527118878931
7.711254262978401,1.0155426094889315
7.732095490716181,1.015492502521912
7.75293671845396,1.0152497053555498
7.77377794619174,1.015650655249479
7.794619173929519,1.0155991848362127
7.815460401667298,1.015727880690059
7.836301629405078,1.0154786001652096
7.857142857142858,1.0159842314009078
7.877984084880637,1.0157482481142062
7.898825312618416,1.0156724528264287
7.919666540356196,1.0156215310359094
7.940507768093975,1.0157057104388627
7.961348995831755,1.0159557230250622
7.982190223569535,1.0157593705267773
8.003031451307313,1.0160579022394174
8.023872679045093,1.0159874284941341
8.044713906782873,1.0161695221202942
8.065555134520652,1.0160918836240906
8.086396362258432,1.0159452243215137
8.107237589996211,1.0156046031232349
8.128078817733991,1.0160747535427106
8.14892004547177,1.0162013321642491
8.169761273209549,1.0161044819996943
8.190602500947328,1.016211485366284
8.211443728685108,1.0160340792162559
8.232284956422887,1.016080420505818
8.253126184160667,1.0159960594139472
8.273967411898447,1.016484846759097
8.294808639636226,1.0162719830840232
8.315649867374006,1.0161695525063317
8.336491095111786,1.0160293324956167
8.357332322849565,1.0162926024407648
8.378173550587345,1.0166392585022466
8.399014778325123,1.0164704922741656
8.419856006062902,1.0162604864693063
8.440697233800682,1.0167184796183324
8.461538461538462,1.0167453793477728
8.482379689276241,1.016682835939317
8.503220917014021,1.0166713540084658
8.5240621447518,1.0167715373105597
8.54490337248958,1.0166757813215337
8.56574460022736,1.0167487583199886
8.58658582796514,1.0164642876690995
8.607427055702917,1.0169466446632953
8.628268283440697,1.0167193151393357
8.649109511178477,1.0171041729489567
8.669950738916256,1.016317037815852
8.690791966654036,1.0168926311961988
8.711633194391815,1.016973808783746
8.732474422129595,1.016734801900437
8.753315649867375,1.0169196539783232
8.774156877605154,1.0170045116918056
8.794998105342934,1.0169959084654399
8.815839333080714,1.0167979903731
8.836680560818492,1.016902928885661
8.857521788556271,1.017160422594392
8.87836301629405,1.017237280845904
8.89920424403183,1.0170267180615848
8.92004547176961,1.0170473386459358
8.94088669950739,1.0170969443298334
8.96172792724517,1.017289194320477
8.982569154982949,1.0168955729741382
9.003410382720729,1.0168651899198233
9.024251610458508,1.0171803913888289
9.045092838196286,1.0169586507020343
9.065934065934066,1.0170868652333371
9.086775293671845,1.0172457794232337
9.107616521409625,1.0173491567462607
9.128457749147405,1.0170622750781684
9.149298976885184,1.0174609542839241
9.170140204622964,1.0169697319479583
9.190981432360743,1.0174573015534416
9.211822660098523,1.017056317123315
9.232663887836303,1.0171404254498035
9.253505115574082,1.0175473025601094
9.27434634331186,1.0173609350337767
9.29518757104964,1.0173063462492016
9.31602879878742,1.0173996539813412
9.3368700265252,1.0176046681394195
9.357711254262979,1.0175238052810176
9.378552482000758,1.0175515917069604
9.399393709738538,1.0177911776365256
9.420234937476318,1.01745959867605
9.441076165214097,1.0175310447120078
9.461917392951877,1.017543400192526
9.482758620689655,1.0179040253210578
9.503599848427434,1.0178907765544958
9.524441076165214,1.0179720649748931
9.545282303902994,1.0177299533653497
9.566123531640773,1.0177272962557002
9.586964759378553,1.0179510639767206
9.607805987116333,1.0177233788612527
9.628647214854112,1.017990045373556
9.649488442591892,1.0179903205190803
9.670329670329672,1.0177272470730736
9.69117089806745,1.0178716191672887
9.712012125805229,1.017885653925513
9.732853353543009,1.0182773166999777
9.753694581280788,1.0184692561488615
9.774535809018568,1.0179526471262041
9.795377036756348,1.0179962847259563
9.816218264494127,1.017557892114416
9.837059492231907,1.0180771505639923
