star_id,time,flux
BATCH-00,0.0,0.999873223725838
BATCH-00,0.0069456502865080745,0.9999681648329718
BATCH-00,0.013891300573016149,1.0000583144008683
BATCH-00,0.020836950859524223,0.9998104055215097
BATCH-00,0.027782601146032298,0.9998746800919579
BATCH-00,0.03472825143254037,1.0002861291364233
BATCH-00,0.041673901719048445,1.0000340727001928
BATCH-00,0.048619552005556524,1.000184472920179
BATCH-00,0.055565202292064596,1.0002682279385757
BATCH-00,0.06251085257857267,1.0000692843071448
BATCH-00,0.06945650286508075,1.0000886278845766
BATCH-00,0.07640215315158883,1.0001454110713732
BATCH-00,0.08334780343809689,1.000476397769262
BATCH-00,0.09029345372460497,1.0002218436049153
BATCH-00,0.09723910401111305,1.0003045624312725
BATCH-00,0.10418475429762111,1.0001994472438582
BATCH-00,0.11113040458412919,1.0004117793581375
BATCH-00,0.11807605487063727,1.0000959747460316
BATCH-00,0.12502170515714534,1.0001796132824694
BATCH-00,0.13196735544365343,1.0002335251271908
BATCH-00,0.1389130057301615,1.0001561107895967
BATCH-00,0.14585865601666956,1.0002190305040413
BATCH-00,0.15280430630317765,1.0001938828701438
BATCH-00,0.15974995658968572,1.0000800099239644
BATCH-00,0.16669560687619378,1.0000045500694053
BATCH-00,0.17364125716270187,1.0002685909129354
BATCH-00,0.18058690744920994,1.0001973248008564
BATCH-00,0.187532557735718,1.0002128198109348
BATCH-00,0.1944782080222261,1.0003309423191171
BATCH-00,0.20142385830873416,1.0003735487966274
BATCH-00,0.20836950859524223,1.0001622388036189
BATCH-00,0.21531515888175032,1.0005057055342466
BATCH-00,0.22226080916825838,1.0001768254540404
BATCH-00,0.22920645945476645,1.0004590731024163
BATCH-00,0.23615210974127454,1.0002087402956201
BATCH-00,0.2430977600277826,1.0002877128384662
BATCH-00,0.25004341031429067,1.000496494273758
BATCH-00,0.25698906060079874,1.000383701034131
BATCH-00,0.26393471088730686,1.00027072738657
BATCH-00,0.2708803611738149,1.0004993050274746
BATCH-00,0.277826011460323,1.000457103816251
BATCH-00,0.28477166174683105,1.0003392652808096
BATCH-00,0.2917173120333391,1.0004868388824466
BATCH-00,0.2986629623198472,1.000439378721958
BATCH-00,0.3056086126063553,1.0002682017171047
BATCH-00,0.31255426289286337,1.000518732224268
BATCH-00,0.31949991317937143,1.0006674055892477
BATCH-00,0.3264455634658795,1.0004877553461924
BATCH-00,0.33339121375238756,1.0006669500649803
BATCH-00,0.3403368640388956,1.0007041091924889
BATCH-00,0.34728251432540375,1.0007057674422917
BATCH-00,0.3542281646119118,1.0003185797184273
BATCH-00,0.3611738148984199,1.00064563837398
BATCH-00,0.36811946518492794,1.000810374568627
BATCH-00,0.375065115471436,1.0004591567973586
BATCH-00,0.38201076575794407,1.0005737629593787
BATCH-00,0.3889564160444522,1.0004257982367868
BATCH-00,0.39590206633096026,1.0006130323113318
BATCH-00,0.4028477166174683,1.0006658658092074
BATCH-00,0.4097933669039764,1.000706723844856
BATCH-00,0.41673901719048445,1.0006274639532742
BATCH-00,0.4236846674769925,1.0006490518087232
BATCH-00,0.43063031776350064,1.0005387168403566
BATCH-00,0.4375759680500087,1.0008287194202454
BATCH-00,0.44452161833651677,1.0007316059901359
BATCH-00,0.45146726862302483,1.0004641723084433
BATCH-00,0.4584129189095329,1.0006591647295842
BATCH-00,0.465358569196041,1.0006274962706025
BATCH-00,0.4723042194825491,1.0007255924002836
BATCH-00,0.47924986976905715,1.0006715256656318
BATCH-00,0.4861955200555652,1.0007508813951693
BATCH-00,0.4931411703420733,1.00094503929979
BATCH-00,0.5000868206285813,1.0010869012511785
BATCH-00,0.5070324709150894,1.000978983872435
BATCH-00,0.5139781212015975,1.000839669722018
BATCH-00,0.5209237714881055,1.0008376280255338
BATCH-00,0.5278694217746137,1.00120355967525
BATCH-00,0.5348150720611218,1.0007196692124205
BATCH-00,0.5417607223476298,1.0007721272673382
BATCH-00,0.5487063726341379,1.0009272851529758
BATCH-00,0.555652022920646,1.0010448855692342
BATCH-00,0.562597673207154,1.001008403237977
BATCH-00,0.5695433234936621,1.0008072412739222
BATCH-00,0.5764889737801702,1.0012424633437202
BATCH-00,0.5834346240666782,1.00113210216148
BATCH-00,0.5903802743531863,1.0008001876623873
BATCH-00,0.5973259246396944,1.0008671527096997
BATCH-00,0.6042715749262024,1.0006128725517824
BATCH-00,0.6112172252127106,1.000986309764676
BATCH-00,0.6181628754992187,1.001015193416214
BATCH-00,0.6251085257857267,1.0011480496952883
BATCH-00,0.6320541760722348,1.001192990175259
BATCH-00,0.6389998263587429,1.0009463228621627
